scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,std_dev,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,composite_return,rari,net_return,fund_size_category,return_consistency,cluster,risk_cluster_label,investment_score,positive_1yr,rank_by_score,rank_by_return,rank_by_sharpe,is_top50
HDFC Retirement Savings Fund,100,100,1.0,140.0,7,Shobhit Mehrotra,4.39,6.37,11.43,0.73,1.74,4,HDFC Mutual Fund,4,Solution Oriented,Retirement Funds,6.0,10.3,7.8,8.315,0.7274715660542432,7.314999999999999,Small (<500 Cr),71.33385778606336,0,📈 High Return / Moderate Risk,36.46,True,466,496,113,False
HDFC Short Term Debt Fund,100,100,0.29,11028.0,10,Anil Bamboli,2.33,4.24,1.87,1.45,1.23,3,HDFC Mutual Fund,3,Debt,Short Duration Funds,4.7,7.0,7.3,6.675,3.56951871657754,6.385,Large (5K–20K Cr),72.07089381140597,1,⭐ High Return / Low Risk,36.61,True,460,579,471,False
HDFC Small Cap Fund,100,100,0.8,14648.0,10,Chirag Setalvad,3.75,6.54,19.61,0.91,1.88,6,HDFC Mutual Fund,3,Equity,Small Cap Mutual Funds,12.5,43.5,13.5,23.8,1.2136664966853647,23.0,Large (5K–20K Cr),55.87705268199768,0,📈 High Return / Moderate Risk,77.88,True,16,16,60,True
HDFC Tax Saver Fund,500,500,1.15,9723.0,10,Roshi Jain,3.71,4.47,15.3,0.88,1.64,6,HDFC Mutual Fund,2,Equity,ELSS Mutual Funds,10.0,31.0,10.3,17.485,1.1428104575163398,16.335,Large (5K–20K Cr),61.454645394845606,0,📈 High Return / Moderate Risk,56.72,True,123,124,144,False
HDFC Top 100 Fund,100,100,1.11,22139.0,10,Rahul Baijal,3.3,1.75,17.08,0.97,1.39,6,HDFC Mutual Fund,2,Equity,Large Cap Mutual Funds,6.6,28.6,11.9,16.685000000000002,0.976873536299766,15.575000000000005,Giant (>20K Cr),62.01160842182847,0,📈 High Return / Moderate Risk,51.71,True,196,150,318,False
HDFC Ultra Short Term Fund,100,100,0.34,13303.0,5,Anil Bamboli,4.46,2.7,0.64,1.1,1.93,3,HDFC Mutual Fund,4,Debt,Ultra Short Duration Funds,5.4,5.5,8.9,7.01,10.953125,6.67,Large (5K–20K Cr),71.50084714644564,1,⭐ High Return / Low Risk,41.21,True,357,549,44,False
HSBC Aggressive Hybrid Fund,500,5000,0.87,4636.0,10,Shriram Ramanathan,2.41,0.57,12.27,0.81,1.26,6,HSBC Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,-1.2,19.5,8.1,10.23,0.8337408312958434,9.36,Mid (500–5K Cr),63.12559460833654,0,📈 High Return / Moderate Risk,32.29,False,602,448,452,False
HSBC Arbitrage Fund,500,5000,0.29,2344.0,9,Ritesh Jain,1.54,1.63,0.7,0.63,1.12,1,HSBC Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.4,4.7,5.5,5.2,7.42857142857143,4.91,Mid (500–5K Cr),73.0574431366087,1,⭐ High Return / Low Risk,32.68,True,592,754,514,False
HSBC Asia Pacific (Ex Japan) DYF – Direct Growth,500,5000,1.29,8.4,9,Sonal Gupta,0.87,1.855,17.08,0.86,0.48,6,HSBC Mutual Fund,0,Other,FoFs Overseas,-4.2,13.6,5.7,6.484999999999999,0.3796838407494145,5.194999999999999,Small (<500 Cr),64.57462609927511,1,⭐ High Return / Low Risk,18.76,False,806,603,719,False
HSBC Balanced Advantage Fund,500,5000,0.78,1511.0,10,Ritesh Jain,2.95,0.89,7.21,0.45,1.27,4,HSBC Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.5,13.4,8.0,8.99,1.2468793342579751,8.21,Mid (500–5K Cr),68.53651953840527,1,⭐ High Return / Low Risk,36.13,True,475,484,442,False
HSBC Banking and PSU Debt Fund,500,5000,0.23,3779.0,10,Jalpan Shah,0.64,5.62,2.39,3.36,0.47,3,HSBC Mutual Fund,1,Debt,Banking and PSU Mutual Funds,2.2,6.0,6.5,5.465,2.2866108786610875,5.234999999999999,Mid (500–5K Cr),71.14173782770179,1,⭐ High Return / Low Risk,30.68,True,643,732,722,False
HSBC Business Cycles Fund,500,5000,1.42,535.0,9,Venugopal Manghat,3.13,2.69,17.41,0.97,1.46,6,HSBC Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,7.0,28.0,8.7,15.114999999999998,0.8681792073520964,13.695,Mid (500–5K Cr),61.82871416306428,0,📈 High Return / Moderate Risk,47.37,True,262,201,260,False
HSBC Conservative Hybrid Fund,500,5000,1.34,122.0,10,Ritesh Jain,2.3,0.76,4.75,0.74,1.28,4,HSBC Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,2.3,10.3,7.5,7.439999999999999,1.566315789473684,6.1,Small (<500 Cr),69.43377640492587,1,⭐ High Return / Low Risk,26.53,True,741,520,432,False
HSBC Corporate Bond Fund,500,5000,0.35,157.0,2,Ritesh Jain,0.44,0.67,2.47,1.09,0.39,2,HSBC Mutual Fund,2,Debt,Corporate Bond Mutual Funds,1.7,32.4,13.3,17.665,7.151821862348177,17.314999999999998,Small (<500 Cr),57.99139766791857,0,📈 High Return / Moderate Risk,58.06,True,114,107,744,False
HSBC Corporate Bond Fund,500,5000,0.29,6772.0,10,Shriram Ramanathan,0.67,1.19,3.55,1.68,0.47,3,HSBC Mutual Fund,1,Debt,Corporate Bond Mutual Funds,3.3,6.6,7.6,6.39,1.8,6.1,Large (5K–20K Cr),71.24314785339773,1,⭐ High Return / Low Risk,29.11,True,689,637,722,False
HSBC Credit Risk Fund,500,5000,0.85,130.0,10,Shriram Ramanathan,0.33,-1.87,3.73,-2.39,0.35,4,HSBC Mutual Fund,3,Debt,Credit Risk Funds,4.8,5.7,5.1,5.25,1.407506702412869,4.4,Small (<500 Cr),73.03507546146717,1,⭐ High Return / Low Risk,19.04,True,802,752,753,False
HSBC Dynamic Bond Fund,500,5000,0.29,200.0,10,Shriram Ramanathan,0.44,0.67,2.47,1.09,0.39,3,HSBC Mutual Fund,3,Debt,Dynamic Bond,4.7,5.4,6.8,5.890000000000001,2.3846153846153846,5.6000000000000005,Small (<500 Cr),72.4240653688064,1,⭐ High Return / Low Risk,27.17,True,735,691,744,False
HSBC ELSS Fund,500,500,1.16,3007.0,10,Cheenu Gupta,2.8,-0.03,16.03,0.91,1.33,6,HSBC Mutual Fund,1,Equity,ELSS Mutual Funds,-1.2,24.1,8.0,11.795,0.7358078602620087,10.635,Mid (500–5K Cr),60.68747499645371,0,📈 High Return / Moderate Risk,33.71,False,555,369,365,False
HSBC Equity Hybrid Fund,500,5000,1.0,474.0,4,Neelotpal Sahai,2.41,0.57,12.27,0.81,1.26,6,HSBC Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,1.7,32.4,13.3,17.665,1.4396903015484923,16.665,Small (<500 Cr),57.99139766791857,0,📈 High Return / Moderate Risk,55.24,True,149,107,452,False
HSBC Equity Savings Fund,500,5000,0.62,150.0,10,Ritesh Jain,4.47,5.57,6.24,0.85,1.86,3,HSBC Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.9,15.5,7.5,9.38,1.503205128205128,8.76,Small (<500 Cr),67.11733637684402,1,⭐ High Return / Low Risk,45.9,True,284,467,69,False
HSBC Flexi Cap Fund,500,5000,1.23,3097.0,10,Vihang Naik,2.92,0.36,16.25,0.94,1.38,6,HSBC Mutual Fund,2,Equity,Flexi Cap Funds,-1.2,26.4,9.2,13.139999999999995,0.8086153846153844,11.909999999999997,Mid (500–5K Cr),59.55441867821156,0,📈 High Return / Moderate Risk,35.85,False,482,307,331,False
HSBC Flexi Debt Fund,500,5000,0.94,54.0,10,Ritesh Jain,0.44,0.67,2.47,1.09,0.39,3,HSBC Mutual Fund,2,Debt,Dynamic Bond,1.7,32.4,13.3,17.665,7.151821862348177,16.724999999999998,Small (<500 Cr),57.99139766791857,0,📈 High Return / Moderate Risk,51.7,True,197,107,744,False
HSBC Gilt Fund,500,5000,0.48,231.0,10,Jalpan Shah,0.49,0.51,2.94,0.64,0.41,3,HSBC Mutual Fund,3,Debt,Gilt Mutual Funds,5.0,5.4,7.1,6.084999999999999,2.0697278911564623,5.604999999999999,Small (<500 Cr),72.3782844520509,1,⭐ High Return / Low Risk,25.27,True,755,671,740,False
HSBC Infrastructure Fund,500,5000,1.14,1476.0,10,Venugopal Manghat,3.69,10.03,16.32,0.6,1.78,6,HSBC Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,11.3,33.6,9.3,18.205,1.115502450980392,17.064999999999998,Mid (500–5K Cr),60.0039544932638,0,📈 High Return / Moderate Risk,62.89,True,72,95,94,False
HSBC Large & Mid Cap Fund,500,5000,1.08,1992.0,4,Neelotpal Sahai,3.02,1.39,15.85,0.91,1.4,6,HSBC Mutual Fund,2,Equity,Large & Mid Cap Funds,-0.6,25.6,8.9,12.845,0.8104100946372239,11.765,Mid (500–5K Cr),60.22947235618183,0,📈 High Return / Moderate Risk,36.96,False,451,330,304,False
HSBC Large Cap Fund,500,5000,1.26,1405.0,10,Neelotpal Sahai,2.6,-2.34,16.62,0.97,1.18,6,HSBC Mutual Fund,2,Equity,Large Cap Mutual Funds,0.0,23.3,10.6,12.925,0.7776774969915763,11.665,Mid (500–5K Cr),61.82757116128618,0,📈 High Return / Moderate Risk,31.57,False,621,323,492,False
HSBC Liquid Fund,500,5000,0.12,12043.0,10,Kapil Punjabi,4.42,1.38,0.38,0.77,0.91,2,HSBC Mutual Fund,3,Debt,Liquid Mutual Funds,5.7,4.3,5.3,5.029999999999999,13.236842105263156,4.909999999999999,Large (5K–20K Cr),72.77222277586996,1,⭐ High Return / Low Risk,34.12,True,541,777,623,False
HSBC Low Duration Fund,500,5000,0.25,467.0,10,Shriram Ramanathan,0.63,0.3,2.32,-0.78,0.58,2,HSBC Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,5.8,5.609999999999999,2.418103448275862,5.359999999999999,Small (<500 Cr),73.18782798463236,1,⭐ High Return / Low Risk,28.58,True,703,721,703,False
HSBC Managed Solutions Conservative Fund,500,5000,0.54,34.0,9,Gautam Bhupal,0.86,-1.07,4.45,0.49,0.55,3,HSBC Mutual Fund,2,Other,FoFs Domestic,3.2,6.7,5.9,5.640000000000001,1.2674157303370788,5.1000000000000005,Small (<500 Cr),71.65939373716557,1,⭐ High Return / Low Risk,25.13,True,758,718,707,False
HSBC Managed Solutions Growth Fund,500,5000,1.06,34.0,9,Gautam Bhupal,3.05,1.87,13.16,0.9,1.4,6,HSBC Mutual Fund,2,Other,FoFs Domestic,0.6,22.2,9.2,12.03,0.9141337386018236,10.97,Small (<500 Cr),62.61889817974712,0,📈 High Return / Moderate Risk,43.47,True,320,362,304,False
HSBC Managed Solutions Moderate Fund,500,5000,0.76,58.0,9,Gautam Bhupal,2.81,0.67,10.91,0.74,1.31,5,HSBC Mutual Fund,2,Other,FoFs Domestic,1.2,19.0,8.7,10.805,0.9903758020164986,10.045,Small (<500 Cr),64.55670428555024,0,📈 High Return / Moderate Risk,42.14,True,343,425,375,False
HSBC Medium Duration Fund,500,5000,0.4,643.0,8,Shriram Ramanathan,0.84,1.93,2.78,0.67,0.76,3,HSBC Mutual Fund,3,Debt,Medium Duration Funds,4.2,7.0,6.7,6.305,2.2679856115107917,5.904999999999999,Mid (500–5K Cr),71.95601935661607,1,⭐ High Return / Low Risk,30.53,True,650,647,669,False
HSBC Medium to Long Duration Fund,500,5000,0.68,41.0,10,Jalpan Shah,0.11,-0.16,3.1,1.54,0.09,3,HSBC Mutual Fund,1,Debt,Medium to Long Duration Funds,2.7,4.5,6.5,5.040000000000001,1.6258064516129034,4.360000000000001,Small (<500 Cr),71.59245604037832,1,⭐ High Return / Low Risk,18.95,True,803,775,778,False
HSBC Midcap Fund,500,5000,0.74,6980.0,10,Vihang Naik,3.33,-1.16,14.76,0.8,1.53,6,HSBC Mutual Fund,2,Equity,Mid Cap Mutual Funds,2.3,26.1,8.8,13.555,0.918360433604336,12.815,Large (5K–20K Cr),61.19170712216518,0,📈 High Return / Moderate Risk,50.58,True,211,283,207,False
HSBC Money Market Fund,500,5000,0.25,716.0,10,Shriram Ramanathan,2.45,2.43,0.61,1.31,1.12,2,HSBC Mutual Fund,1,Debt,Money Market Funds,5.2,4.9,6.0,5.455,8.942622950819672,5.205,Mid (500–5K Cr),72.92470896065502,1,⭐ High Return / Low Risk,34.28,True,534,734,514,False
HSBC Overnight Fund,500,5000,0.1,2759.0,4,Kapil Punjabi,0.92,0.65,0.34,0.44,0.16,1,HSBC Mutual Fund,5,Debt,Overnight Mutual Funds,5.4,3.9,8.9,6.45,18.97058823529412,6.3500000000000005,Mid (500–5K Cr),70.92753231123932,1,⭐ High Return / Low Risk,31.58,True,618,610,772,False
HSBC Short Duration Fund,500,5000,0.27,3592.0,10,Shriram Ramanathan,1.18,4.85,1.72,2.63,0.78,2,HSBC Mutual Fund,2,Debt,Short Duration Funds,3.8,6.0,6.7,5.875,3.4156976744186047,5.605,Mid (500–5K Cr),71.9800584359206,1,⭐ High Return / Low Risk,32.63,True,594,693,664,False
HSBC Small Cap Fund,500,5000,0.77,8625.0,9,Venugopal Manghat,4.16,9.87,17.95,0.82,2.08,6,HSBC Mutual Fund,3,Equity,Small Cap Mutual Funds,5.1,44.7,12.7,22.38,1.2467966573816156,21.61,Large (5K–20K Cr),52.47778323246038,0,📈 High Return / Moderate Risk,80.66,True,13,21,18,True
HSBC Tax Saver Equity Fund,500,5000,1.3,175.0,10,Gautam Bhupal,3.05,-1.65,16.52,0.96,1.26,6,HSBC Mutual Fund,2,Equity,ELSS Mutual Funds,-2.2,24.7,8.9,12.21,0.7391041162227604,10.91,Small (<500 Cr),59.9750737741896,0,📈 High Return / Moderate Risk,32.18,False,604,353,452,False
HSBC Ultra Short Duration Fund,500,5000,0.22,2279.0,3,Mahesh A Chhabria,3.5,2.48,0.54,1.17,1.69,2,HSBC Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.1,8.9,6.89,12.759259259259258,6.67,Mid (500–5K Cr),71.40527172918065,1,⭐ High Return / Low Risk,40.89,True,369,562,130,False
HSBC Value Fund,500,5000,0.84,7781.0,10,Venugopal Manghat,3.18,6.92,17.01,0.96,1.69,6,HSBC Mutual Fund,3,Equity,Value Funds,6.8,33.0,11.6,18.13,1.0658436213991769,17.29,Large (5K–20K Cr),59.544378470375314,0,📈 High Return / Moderate Risk,63.56,True,67,100,130,False
ICICI Pru All Seasons Bond Fund,100,5000,0.62,6754.0,10,Manish Banthia,2.39,2.84,2.25,0.98,1.38,3,ICICI Prudential Mutual Fund,5,Debt,Dynamic Bond,6.5,7.5,8.2,7.615,3.3844444444444446,6.995,Large (5K–20K Cr),72.63893265643101,1,⭐ High Return / Low Risk,34.56,True,524,514,331,False
ICICI Pru Asset Allocator Fund,1000,5000,0.18,18393.0,10,Dharmesh Kakkad,5.89,7.45,8.68,0.53,1.99,4,ICICI Prudential Mutual Fund,4,Other,FoFs Domestic,8.8,21.6,12.8,15.080000000000002,1.7373271889400923,14.900000000000002,Large (5K–20K Cr),66.9450508134648,0,📈 High Return / Moderate Risk,62.08,True,79,207,30,False
ICICI Pru Balanced Advantage Fund,100,500,0.91,44515.0,10,Sankaran Naren,5.59,5.34,8.33,0.54,1.84,5,ICICI Prudential Mutual Fund,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,6.7,19.7,10.4,12.915,1.5504201680672267,12.005,Giant (>20K Cr),66.79532337634645,0,📈 High Return / Moderate Risk,48.82,True,236,324,80,False
ICICI Pru Banking & Financial Services – DirectGrowth,100,5000,1.1,5871.0,10,Roshan Chutkey,2.23,3.74,23.41,0.87,1.06,6,ICICI Prudential Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,7.0,24.9,9.7,14.48,0.6185390858607432,13.38,Large (5K–20K Cr),63.84328985316644,0,📈 High Return / Moderate Risk,45.78,True,290,244,543,False
ICICI Pru Banking & PSU Debt Fund,100,500,0.38,7265.0,10,Rahul Goswami,2.64,4.03,1.75,1.21,1.37,2,ICICI Prudential Mutual Fund,5,Debt,Banking and PSU Mutual Funds,5.8,6.9,7.2,6.815,3.8942857142857146,6.4350000000000005,Large (5K–20K Cr),72.75622155137955,1,⭐ High Return / Low Risk,36.61,True,460,566,339,False
ICICI Pru BHARAT 22 FOF  – Direct Growth,1000,5000,0.08,89.0,5,Kayzad Eghlim,2.76,9.68,20.2,0.88,1.47,6,ICICI Prudential Mutual Fund,5,Other,FoFs Domestic,22.1,35.0,8.9,20.675,1.0235148514851486,20.595,Small (<500 Cr),60.44304567780459,0,📈 High Return / Moderate Risk,75.35,True,21,44,248,True
ICICI Pru Bharat Consumption Fund,100,5000,1.54,1866.0,4,Sankaran Naren,3.37,4.95,11.73,0.6,1.6,6,ICICI Prudential Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,10.2,22.7,8.9,13.989999999999998,1.1926683716965043,12.45,Mid (500–5K Cr),65.8734030225353,0,📈 High Return / Moderate Risk,43.3,True,322,265,162,False
ICICI Pru Bluechip Fund,100,100,1.06,34198.0,10,Anish Tawakley,3.59,3.05,15.23,0.9,1.53,6,ICICI Prudential Mutual Fund,4,Equity,Large Cap Mutual Funds,4.4,28.2,12.3,16.285,1.0692711753118844,15.225,Giant (>20K Cr),61.37131449718162,0,📈 High Return / Moderate Risk,53.16,True,179,162,207,False
ICICI Pru Bond Fund,100,5000,0.6,2223.0,10,Manish Banthia,1.2,1.58,2.69,1.26,0.72,3,ICICI Prudential Mutual Fund,3,Debt,Medium to Long Duration Funds,5.2,6.9,7.3,6.74,2.505576208178439,6.140000000000001,Mid (500–5K Cr),72.3782844520509,1,⭐ High Return / Low Risk,28.34,True,710,573,678,False
ICICI Pru Child Care Fund,100,5000,1.69,844.0,10,Manish Banthia,2.86,2.18,11.15,0.74,1.42,6,ICICI Prudential Mutual Fund,3,Solution Oriented,Childrens Funds,1.0,19.8,8.8,11.09,0.9946188340807176,9.4,Mid (500–5K Cr),64.04805202226146,0,📈 High Return / Moderate Risk,34.39,True,530,414,290,False
ICICI Pru Corporate Bond Fund,100,100,0.3,16998.0,10,Rahul Goswami,3.07,2.35,1.67,0.68,1.52,2,ICICI Prudential Mutual Fund,5,Debt,Corporate Bond Mutual Funds,5.8,7.0,7.3,6.895,4.128742514970059,6.595,Large (5K–20K Cr),72.69960763764338,1,⭐ High Return / Low Risk,37.89,True,430,559,218,False
ICICI Pru Credit Risk Fund,100,100,0.86,7584.0,10,Manish Banthia,3.18,3.97,1.59,0.42,2.15,4,ICICI Prudential Mutual Fund,4,Debt,Credit Risk Funds,5.8,8.0,8.1,7.605,4.783018867924528,6.745,Large (5K–20K Cr),72.19333303096276,1,⭐ High Return / Low Risk,38.34,True,420,515,11,False
ICICI Pru Debt Management Fund,100,100,0.41,141.0,10,Manish Banthia,3.01,2.07,1.61,0.53,1.38,3,ICICI Prudential Mutual Fund,4,Other,FoFs Domestic,5.8,6.7,7.0,6.654999999999999,4.133540372670807,6.244999999999999,Small (<500 Cr),72.86883323112292,1,⭐ High Return / Low Risk,35.21,True,499,583,331,False
ICICI Pru Dividend Yield Equity Fund,100,5000,0.66,1258.0,9,Mittul Kalawadia,5.06,10.39,15.42,0.83,1.94,6,ICICI Prudential Mutual Fund,0,Equity,Dividend Yield Funds,8.5,37.6,12.1,20.305,1.3167963683527886,19.645,Mid (500–5K Cr),57.62922259261797,0,📈 High Return / Moderate Risk,74.16,True,26,51,40,True
ICICI Pru Equity & Debt Fund,100,5000,1.2,21232.0,10,Sankaran Naren,4.15,9.56,14.26,0.84,1.75,6,ICICI Prudential Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,6.8,30.6,14.3,18.505,1.2976858345021038,17.305,Giant (>20K Cr),61.32520526481347,0,📈 High Return / Moderate Risk,59.99,True,99,90,107,False
ICICI Pru Equity – Arbitrage Fund,1000,5000,0.39,11272.0,10,Kayzad Eghlim,1.27,1.59,0.75,0.63,0.99,1,ICICI Prudential Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.6,4.8,5.5,5.275,7.033333333333334,4.885000000000001,Large (5K–20K Cr),73.0574431366087,1,⭐ High Return / Low Risk,30.76,True,641,748,576,False
ICICI Pru Equity Savings Fund,100,5000,0.54,4936.0,8,Kayzad Eghlim,5.26,4.82,4.82,0.57,1.84,2,ICICI Prudential Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,6.2,12.7,7.9,9.24,1.91701244813278,8.7,Mid (500–5K Cr),70.12237866560369,1,⭐ High Return / Low Risk,44.25,True,309,471,80,False
ICICI Pru Exports and Services Fund,1000,5000,1.76,1040.0,10,Sankaran Naren,4.35,6.7,14.06,0.78,1.78,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.7,30.7,11.4,17.015,1.2101706970128023,15.255,Mid (500–5K Cr),60.3912975656874,0,📈 High Return / Moderate Risk,51.49,True,200,135,94,False
ICICI Pru Floating Interest Fund,100,500,0.62,11650.0,10,Rahul Goswami,2.75,3.22,1.77,0.47,1.46,2,ICICI Prudential Mutual Fund,2,Debt,Floater Mutual Funds,6.3,7.0,7.2,6.95,3.926553672316384,6.33,Large (5K–20K Cr),73.0207514683375,1,⭐ High Return / Low Risk,34.45,True,529,554,260,False
ICICI Pru FMCG Fund,100,5000,1.44,1156.0,10,Priyanka Khandelwal,3.73,7.44,11.56,0.47,1.61,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,21.1,24.5,13.5,18.87,1.6323529411764706,17.43,Mid (500–5K Cr),67.86128189483127,0,📈 High Return / Moderate Risk,51.51,True,199,82,153,False
ICICI Pru Focused Equity Fund,100,5000,0.59,3920.0,10,Sankaran Naren,3.27,4.86,15.84,0.89,1.62,6,ICICI Prudential Mutual Fund,4,Equity,Focused Funds,6.1,31.2,13.4,18.17,1.1470959595959598,17.580000000000002,Mid (500–5K Cr),60.582484879117736,0,📈 High Return / Moderate Risk,63.59,True,66,99,149,False
ICICI Pru Gilt Fund,1000,5000,0.56,2692.0,10,Rahul Goswami,1.22,1.87,3.2,0.69,0.82,3,ICICI Prudential Mutual Fund,5,Debt,Gilt Mutual Funds,6.3,6.7,8.4,7.385,2.3078125,6.824999999999999,Mid (500–5K Cr),72.3782844520509,1,⭐ High Return / Low Risk,29.96,True,663,524,653,False
ICICI Pru Global Stable Equity Fund,1000,5000,1.26,111.0,10,Rohan Maru,1.69,1.855,13.7,0.86,0.9,6,ICICI Prudential Mutual Fund,0,Other,FoFs Overseas,3.4,18.0,10.3,11.615,0.8478102189781023,10.355,Small (<500 Cr),66.18968097645377,0,📈 High Return / Moderate Risk,34.57,True,522,380,626,False
ICICI Pru Income Optimizer Fund,1000,5000,0.26,272.0,10,Dharmesh Kakkad,5.43,5.75,3.85,0.47,2.37,3,ICICI Prudential Mutual Fund,5,Other,FoFs Domestic,7.8,13.3,8.8,10.175,2.642857142857143,9.915,Small (<500 Cr),70.5636003924216,1,⭐ High Return / Low Risk,51.38,True,201,450,3,False
ICICI Pru India Equity FOF – Direct Growth,100,500,0.88,62.0,3,Dharmesh Kakkad,3.95,6.83,15.57,0.84,1.71,6,ICICI Prudential Mutual Fund,5,Other,FoFs Domestic,4.9,32.2,8.9,16.255,1.043994861913937,15.374999999999998,Small (<500 Cr),58.75008598923775,0,📈 High Return / Moderate Risk,60.91,True,90,165,124,False
ICICI Pru India Opportunities Fund,100,5000,0.73,7644.0,4,Sankaran Naren,3.51,9.93,19.93,0.99,1.67,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,11.7,44.7,8.9,21.99,1.1033617661816355,21.26,Large (5K–20K Cr),53.58320160665183,0,📈 High Return / Moderate Risk,78.0,True,15,24,137,True
ICICI Pru Infrastructure Fund,100,5000,1.64,2269.0,10,Ihab Dalwai,4.04,11.76,20.09,0.78,1.83,6,ICICI Prudential Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,24.3,44.0,15.1,27.055,1.3466898954703832,25.415,Mid (500–5K Cr),58.7288486173437,0,📈 High Return / Moderate Risk,73.23,True,30,5,82,True
ICICI Pru Large & Mid Cap Fund,100,5000,1.09,7044.0,10,Ihab Dalwai,3.99,7.49,17.05,0.92,1.68,6,ICICI Prudential Mutual Fund,4,Equity,Large & Mid Cap Funds,9.5,33.2,13.7,19.685,1.1545454545454543,18.595,Large (5K–20K Cr),60.84698968594796,0,📈 High Return / Moderate Risk,62.66,True,74,67,134,False
ICICI Pru Liquid Fund,99,99,0.2,47245.0,10,Rahul Goswami,4.39,1.39,0.38,0.78,0.94,3,ICICI Prudential Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.3,5.3,5.01,13.18421052631579,4.81,Giant (>20K Cr),72.81264710240735,1,⭐ High Return / Low Risk,33.43,True,565,779,606,False
ICICI Pru Long Term Equity Fund,500,500,1.23,9819.0,10,Harish Bihani,0.06,6.9,4.06,5.04,0.04,6,ICICI Prudential Mutual Fund,3,Equity,ELSS Mutual Funds,-0.2,27.1,11.5,14.62,3.600985221674877,13.39,Large (5K–20K Cr),59.7969831522542,0,📈 High Return / Moderate Risk,33.28,False,574,234,785,False
ICICI Pru Long Term Wealth Enhancement Fund,0,500,0.97,32.0,5,Rajat Chandak,3.33,0.78,16.64,0.95,1.39,6,ICICI Prudential Mutual Fund,0,Equity,ELSS Mutual Funds,-0.7,33.7,11.3,16.740000000000002,1.0060096153846154,15.77,Small (<500 Cr),56.03328339376719,0,📈 High Return / Moderate Risk,45.2,False,302,145,318,False
ICICI Pru Manufacturing Fund,100,5000,1.7,645.0,4,Anish Tawakley,3.44,7.67,17.45,0.94,1.71,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,8.6,35.6,8.9,18.185,1.0421203438395414,16.485,Mid (500–5K Cr),57.99075260059569,0,📈 High Return / Moderate Risk,56.68,True,124,97,124,False
ICICI Pru Medium Term Bond Fund,1000,5000,0.77,6305.0,10,Manish Banthia,1.69,2.74,2.28,0.69,1.29,4,ICICI Prudential Mutual Fund,4,Debt,Medium Duration Funds,5.6,7.7,7.6,7.234999999999999,3.173245614035088,6.465,Large (5K–20K Cr),72.3087093213683,1,⭐ High Return / Low Risk,32.04,True,606,532,396,False
ICICI Pru MidCap Fund,100,5000,1.16,3492.0,10,Lalit Kumar,3.32,0.33,17.76,0.96,1.62,6,ICICI Prudential Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.9,32.9,11.1,17.29,0.973536036036036,16.13,Mid (500–5K Cr),58.393222656090224,0,📈 High Return / Moderate Risk,55.68,True,143,127,149,False
ICICI Pru Money Market Fund,100,500,0.21,11475.0,10,Rahul Goswami,4.38,2.82,0.67,1.25,1.72,3,ICICI Prudential Mutual Fund,3,Debt,Money Market Funds,5.5,5.4,6.1,5.735,8.559701492537313,5.525,Large (5K–20K Cr),73.11473914124274,1,⭐ High Return / Low Risk,39.39,True,400,712,121,False
