fund_id,scheme_name,amc_name,category,sub_category,risk_level,risk_cluster_label,cluster,rating,fund_manager,returns_1yr,returns_3yr,returns_5yr,composite_return,net_return,expense_ratio,sharpe,alpha,beta,std_dev,rari,fund_size_cr,fund_size_category,min_sip,min_lumpsum,investment_score,return_consistency,rank_by_score,rank_by_return,rank_by_sharpe,is_top50
240,HDFC Hybrid Equity Fund,HDFC Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Chirag Setalvad,7.7,25.6,11.3,15.585,14.495,1.09,1.6,4.86,0.87,13.03,1.196085955487337,18729.0,Large (5K–20K Cr),100,100,51.67,64.02531669524949,198,189,162,False
241,HDFC Income Fund,HDFC Mutual Fund,Debt,Medium to Long Duration Funds,3,⭐ High Return / Low Risk,1,3,Shobhit Mehrotra,3.8,5.2,6.1,5.325,4.815,0.51,0.34,0.51,1.28,2.53,2.1047430830039526,528.0,Mid (500–5K Cr),100,100,23.65,72.33431045424851,772,742,756,False
242,HDFC Index Fund,HDFC Mutual Fund,Other,Index Funds,6,📈 High Return / Moderate Risk,0,4,Nirman Morakhia,2.4,25.8,12.8,15.27,15.07,0.2,1.31,-0.64,1.0,16.76,0.9110978520286396,4210.0,Mid (500–5K Cr),100,100,56.54,61.76928367362324,125,198,375,False
243,HDFC Index Fund,HDFC Mutual Fund,Other,Index Funds,6,📈 High Return / Moderate Risk,0,3,Nirman Morakhia,0.9,26.0,12.0,14.68,14.48,0.2,1.28,-1.01,1.01,17.02,0.8625146886016452,7457.0,Large (5K–20K Cr),100,100,55.76,60.91544237579592,142,229,432,False
244,HDFC Infrastructure Fund,HDFC Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,1,Rakesh Vyas,16.5,34.3,5.3,17.689999999999998,15.939999999999998,1.75,1.3,2.65,0.88,23.69,0.7467285774588432,593.0,Mid (500–5K Cr),100,100,49.6,58.8686962833372,222,105,387,False
245,HDFC Large and Mid Cap Fund,HDFC Mutual Fund,Equity,Large & Mid Cap Funds,6,📈 High Return / Moderate Risk,0,3,Gopal Agrawal,6.3,33.3,12.8,18.675,17.644999999999996,1.03,1.55,4.97,0.98,17.78,1.0503374578177729,7897.0,Large (5K–20K Cr),100,100,60.38,59.40137314834411,96,87,195,False
246,HDFC Liquid Fund,HDFC Mutual Fund,Debt,Liquid Mutual Funds,2,⭐ High Return / Low Risk,1,2,Anupam Joshi,5.6,4.3,5.3,5.01,4.81,0.2,0.79,1.34,0.78,0.38,13.18421052631579,49008.0,Giant (>20K Cr),300,5000,32.41,72.81264710240735,598,779,660,False
247,HDFC Low Duration Fund,HDFC Mutual Fund,Debt,Low Duration Funds,2,⭐ High Return / Low Risk,1,4,Anupam Joshi,5.4,6.2,6.7,6.265000000000001,5.835000000000001,0.43,1.73,2.82,0.67,1.11,5.644144144144144,14779.0,Large (5K–20K Cr),100,100,37.36,72.83758917853255,443,649,118,False
248,HDFC Medium Term Debt Fund,HDFC Mutual Fund,Debt,Medium Duration Funds,4,⭐ High Return / Low Risk,1,3,Shobhit Mehrotra,4.1,6.9,7.4,6.565,5.984999999999999,0.58,1.01,2.14,0.78,2.33,2.817596566523605,3538.0,Mid (500–5K Cr),100,100,30.66,71.71475682136888,644,590,566,False
249,HDFC Mid-Cap Opportunities Fund,HDFC Mutual Fund,Equity,Mid Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Chirag Setalvad,11.9,34.2,13.1,20.245,19.295,0.95,1.77,2.45,0.93,16.86,1.2007710557532625,35009.0,Giant (>20K Cr),100,100,63.65,60.95047317631504,64,53,98,False
250,HDFC Money Market Fund,HDFC Mutual Fund,Debt,Money Market Funds,3,⭐ High Return / Low Risk,1,3,Vikas Agrawal,5.6,5.6,6.3,5.914999999999999,5.704999999999999,0.21,1.89,3.08,1.33,0.69,8.572463768115941,15176.0,Large (5K–20K Cr),100,100,40.95,73.08918784253002,365,685,58,False
251,HDFC Multi-Asset Fund,HDFC Mutual Fund,Hybrid,Multi Asset Allocation Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Srinivasan Ramamurthy,6.9,23.0,10.9,14.335,13.455,0.88,1.6,5.06,0.72,11.41,1.2563540753724804,1643.0,Mid (500–5K Cr),100,100,51.02,65.11061270877617,206,253,162,False
252,HDFC Overnight Fund,HDFC Mutual Fund,Debt,Overnight Mutual Funds,1,⭐ High Return / Low Risk,1,2,Anil Bamboli,5.3,3.8,4.6,4.459999999999999,4.359999999999999,0.1,-0.09,0.53,0.42,0.35,12.74285714285714,20146.0,Giant (>20K Cr),300,100,26.29,72.74277768101625,743,803,805,False
253,HDFC Retirement Savings Fund,HDFC Mutual Fund,Solution Oriented,Retirement Funds,6,📈 High Return / Moderate Risk,0,5,Srinivasan Ramamurthy,11.6,34.9,14.8,21.195,20.415,0.78,1.92,9.26,0.85,15.16,1.3980870712401057,2696.0,Mid (500–5K Cr),100,100,71.1,60.86307834891722,37,35,48,True
254,HDFC Retirement Savings Fund,HDFC Mutual Fund,Solution Oriented,Retirement Funds,6,📈 High Return / Moderate Risk,0,4,Srinivasan Ramamurthy,8.0,24.5,12.3,15.71,14.68,1.03,1.88,3.03,0.43,3.23,4.863777089783281,932.0,Mid (500–5K Cr),100,100,53.63,64.93393274044396,175,183,60,False
255,HDFC Retirement Savings Fund,HDFC Mutual Fund,Solution Oriented,Retirement Funds,4,📈 High Return / Moderate Risk,0,4,Shobhit Mehrotra,6.0,10.3,7.8,8.315,7.314999999999999,1.0,1.74,6.37,0.73,11.43,0.7274715660542432,140.0,Small (<500 Cr),100,100,36.46,71.33385778606336,466,496,113,False
256,HDFC Short Term Debt Fund,HDFC Mutual Fund,Debt,Short Duration Funds,3,⭐ High Return / Low Risk,1,3,Anil Bamboli,4.7,7.0,7.3,6.675,6.385,0.29,1.23,4.24,1.45,1.87,3.56951871657754,11028.0,Large (5K–20K Cr),100,100,36.61,72.07089381140597,460,579,471,False
257,HDFC Small Cap Fund,HDFC Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Chirag Setalvad,12.5,43.5,13.5,23.8,23.0,0.8,1.88,6.54,0.91,19.61,1.2136664966853647,14648.0,Large (5K–20K Cr),100,100,77.88,55.87705268199768,16,16,60,True
258,HDFC Tax Saver Fund,HDFC Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Roshi Jain,10.0,31.0,10.3,17.485,16.335,1.15,1.64,4.47,0.88,15.3,1.1428104575163398,9723.0,Large (5K–20K Cr),500,500,56.72,61.454645394845606,123,124,144,False
259,HDFC Top 100 Fund,HDFC Mutual Fund,Equity,Large Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Rahul Baijal,6.6,28.6,11.9,16.685000000000002,15.575000000000005,1.11,1.39,1.75,0.97,17.08,0.976873536299766,22139.0,Giant (>20K Cr),100,100,51.71,62.01160842182847,196,150,318,False
260,HDFC Ultra Short Term Fund,HDFC Mutual Fund,Debt,Ultra Short Duration Funds,3,⭐ High Return / Low Risk,1,4,Anil Bamboli,5.4,5.5,8.9,7.01,6.67,0.34,1.93,2.7,1.1,0.64,10.953125,13303.0,Large (5K–20K Cr),100,100,41.21,71.50084714644564,357,549,44,False
261,HSBC Aggressive Hybrid Fund,HSBC Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Shriram Ramanathan,-1.2,19.5,8.1,10.23,9.36,0.87,1.26,0.57,0.81,12.27,0.8337408312958434,4636.0,Mid (500–5K Cr),500,5000,32.29,63.12559460833654,602,448,452,False
262,HSBC Arbitrage Fund,HSBC Mutual Fund,Hybrid,Arbitrage Mutual Funds,1,⭐ High Return / Low Risk,1,4,Ritesh Jain,5.4,4.7,5.5,5.2,4.91,0.29,1.12,1.63,0.63,0.7,7.42857142857143,2344.0,Mid (500–5K Cr),500,5000,32.68,73.0574431366087,592,754,514,False
263,HSBC Asia Pacific (Ex Japan) DYF – Direct Growth,HSBC Mutual Fund,Other,FoFs Overseas,6,⭐ High Return / Low Risk,1,0,Sonal Gupta,-4.2,13.6,5.7,6.484999999999999,5.194999999999999,1.29,0.48,1.855,0.86,17.08,0.3796838407494145,8.4,Small (<500 Cr),500,5000,18.76,64.57462609927511,806,603,719,False
264,HSBC Balanced Advantage Fund,HSBC Mutual Fund,Hybrid,Dynamic Asset Allocation or Balanced Advantage,4,⭐ High Return / Low Risk,1,3,Ritesh Jain,3.5,13.4,8.0,8.99,8.21,0.78,1.27,0.89,0.45,7.21,1.2468793342579751,1511.0,Mid (500–5K Cr),500,5000,36.13,68.53651953840527,475,484,442,False
265,HSBC Banking and PSU Debt Fund,HSBC Mutual Fund,Debt,Banking and PSU Mutual Funds,3,⭐ High Return / Low Risk,1,1,Jalpan Shah,2.2,6.0,6.5,5.465,5.234999999999999,0.23,0.47,5.62,3.36,2.39,2.2866108786610875,3779.0,Mid (500–5K Cr),500,5000,30.68,71.14173782770179,643,732,722,False
266,HSBC Business Cycles Fund,HSBC Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Venugopal Manghat,7.0,28.0,8.7,15.114999999999998,13.695,1.42,1.46,2.69,0.97,17.41,0.8681792073520964,535.0,Mid (500–5K Cr),500,5000,47.37,61.82871416306428,262,201,260,False
267,HSBC Conservative Hybrid Fund,HSBC Mutual Fund,Hybrid,Conservative Hybrid Mutual Funds,4,⭐ High Return / Low Risk,1,3,Ritesh Jain,2.3,10.3,7.5,7.439999999999999,6.1,1.34,1.28,0.76,0.74,4.75,1.566315789473684,122.0,Small (<500 Cr),500,5000,26.53,69.43377640492587,741,520,432,False
268,HSBC Corporate Bond Fund,HSBC Mutual Fund,Debt,Corporate Bond Mutual Funds,2,📈 High Return / Moderate Risk,0,2,Ritesh Jain,1.7,32.4,13.3,17.665,17.314999999999998,0.35,0.39,0.67,1.09,2.47,7.151821862348177,157.0,Small (<500 Cr),500,5000,58.06,57.99139766791857,114,107,744,False
269,HSBC Corporate Bond Fund,HSBC Mutual Fund,Debt,Corporate Bond Mutual Funds,3,⭐ High Return / Low Risk,1,1,Shriram Ramanathan,3.3,6.6,7.6,6.39,6.1,0.29,0.47,1.19,1.68,3.55,1.8,6772.0,Large (5K–20K Cr),500,5000,29.11,71.24314785339773,689,637,722,False
270,HSBC Credit Risk Fund,HSBC Mutual Fund,Debt,Credit Risk Funds,4,⭐ High Return / Low Risk,1,3,Shriram Ramanathan,4.8,5.7,5.1,5.25,4.4,0.85,0.35,-1.87,-2.39,3.73,1.407506702412869,130.0,Small (<500 Cr),500,5000,19.04,73.03507546146717,802,752,753,False
271,HSBC Dynamic Bond Fund,HSBC Mutual Fund,Debt,Dynamic Bond,3,⭐ High Return / Low Risk,1,3,Shriram Ramanathan,4.7,5.4,6.8,5.890000000000001,5.6000000000000005,0.29,0.39,0.67,1.09,2.47,2.3846153846153846,200.0,Small (<500 Cr),500,5000,27.17,72.4240653688064,735,691,744,False
272,HSBC ELSS Fund,HSBC Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,1,Cheenu Gupta,-1.2,24.1,8.0,11.795,10.635,1.16,1.33,-0.03,0.91,16.03,0.7358078602620087,3007.0,Mid (500–5K Cr),500,500,33.71,60.68747499645371,555,369,365,False
273,HSBC Equity Hybrid Fund,HSBC Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Neelotpal Sahai,1.7,32.4,13.3,17.665,16.665,1.0,1.26,0.57,0.81,12.27,1.4396903015484923,474.0,Small (<500 Cr),500,5000,55.24,57.99139766791857,149,107,452,False
274,HSBC Equity Savings Fund,HSBC Mutual Fund,Hybrid,Equity Savings Mutual Funds,3,⭐ High Return / Low Risk,1,2,Ritesh Jain,2.9,15.5,7.5,9.38,8.76,0.62,1.86,5.57,0.85,6.24,1.503205128205128,150.0,Small (<500 Cr),500,5000,45.9,67.11733637684402,284,467,69,False
275,HSBC Flexi Cap Fund,HSBC Mutual Fund,Equity,Flexi Cap Funds,6,📈 High Return / Moderate Risk,0,2,Vihang Naik,-1.2,26.4,9.2,13.139999999999995,11.909999999999997,1.23,1.38,0.36,0.94,16.25,0.8086153846153844,3097.0,Mid (500–5K Cr),500,5000,35.85,59.55441867821156,482,307,331,False
276,HSBC Flexi Debt Fund,HSBC Mutual Fund,Debt,Dynamic Bond,3,📈 High Return / Moderate Risk,0,2,Ritesh Jain,1.7,32.4,13.3,17.665,16.724999999999998,0.94,0.39,0.67,1.09,2.47,7.151821862348177,54.0,Small (<500 Cr),500,5000,51.7,57.99139766791857,197,107,744,False
277,HSBC Gilt Fund,HSBC Mutual Fund,Debt,Gilt Mutual Funds,3,⭐ High Return / Low Risk,1,3,Jalpan Shah,5.0,5.4,7.1,6.084999999999999,5.604999999999999,0.48,0.41,0.51,0.64,2.94,2.0697278911564623,231.0,Small (<500 Cr),500,5000,25.27,72.3782844520509,755,671,740,False
278,HSBC Infrastructure Fund,HSBC Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Venugopal Manghat,11.3,33.6,9.3,18.205,17.064999999999998,1.14,1.78,10.03,0.6,16.32,1.115502450980392,1476.0,Mid (500–5K Cr),500,5000,62.89,60.0039544932638,72,95,94,False
279,HSBC Large & Mid Cap Fund,HSBC Mutual Fund,Equity,Large & Mid Cap Funds,6,📈 High Return / Moderate Risk,0,2,Neelotpal Sahai,-0.6,25.6,8.9,12.845,11.765,1.08,1.4,1.39,0.91,15.85,0.8104100946372239,1992.0,Mid (500–5K Cr),500,5000,36.96,60.22947235618183,451,330,304,False
280,HSBC Large Cap Fund,HSBC Mutual Fund,Equity,Large Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Neelotpal Sahai,0.0,23.3,10.6,12.925,11.665,1.26,1.18,-2.34,0.97,16.62,0.7776774969915763,1405.0,Mid (500–5K Cr),500,5000,31.57,61.82757116128618,621,323,492,False
281,HSBC Liquid Fund,HSBC Mutual Fund,Debt,Liquid Mutual Funds,2,⭐ High Return / Low Risk,1,3,Kapil Punjabi,5.7,4.3,5.3,5.029999999999999,4.909999999999999,0.12,0.91,1.38,0.77,0.38,13.236842105263156,12043.0,Large (5K–20K Cr),500,5000,34.12,72.77222277586996,541,777,623,False
282,HSBC Low Duration Fund,HSBC Mutual Fund,Debt,Low Duration Funds,2,⭐ High Return / Low Risk,1,3,Shriram Ramanathan,5.2,5.6,5.8,5.609999999999999,5.359999999999999,0.25,0.58,0.3,-0.78,2.32,2.418103448275862,467.0,Small (<500 Cr),500,5000,28.58,73.18782798463236,703,721,703,False
283,HSBC Managed Solutions Conservative Fund,HSBC Mutual Fund,Other,FoFs Domestic,3,⭐ High Return / Low Risk,1,2,Gautam Bhupal,3.2,6.7,5.9,5.640000000000001,5.1000000000000005,0.54,0.55,-1.07,0.49,4.45,1.2674157303370788,34.0,Small (<500 Cr),500,5000,25.13,71.65939373716557,758,718,707,False
284,HSBC Managed Solutions Growth Fund,HSBC Mutual Fund,Other,FoFs Domestic,6,📈 High Return / Moderate Risk,0,2,Gautam Bhupal,0.6,22.2,9.2,12.03,10.97,1.06,1.4,1.87,0.9,13.16,0.9141337386018236,34.0,Small (<500 Cr),500,5000,43.47,62.61889817974712,320,362,304,False
285,HSBC Managed Solutions Moderate Fund,HSBC Mutual Fund,Other,FoFs Domestic,5,📈 High Return / Moderate Risk,0,2,Gautam Bhupal,1.2,19.0,8.7,10.805,10.045,0.76,1.31,0.67,0.74,10.91,0.9903758020164986,58.0,Small (<500 Cr),500,5000,42.14,64.55670428555024,343,425,375,False
286,HSBC Medium Duration Fund,HSBC Mutual Fund,Debt,Medium Duration Funds,3,⭐ High Return / Low Risk,1,3,Shriram Ramanathan,4.2,7.0,6.7,6.305,5.904999999999999,0.4,0.76,1.93,0.67,2.78,2.267985611510792,643.0,Mid (500–5K Cr),500,5000,30.53,71.95601935661607,650,647,669,False
287,HSBC Medium to Long Duration Fund,HSBC Mutual Fund,Debt,Medium to Long Duration Funds,3,⭐ High Return / Low Risk,1,1,Jalpan Shah,2.7,4.5,6.5,5.040000000000001,4.360000000000001,0.68,0.09,-0.16,1.54,3.1,1.6258064516129034,41.0,Small (<500 Cr),500,5000,18.95,71.59245604037832,803,775,778,False
288,HSBC Midcap Fund,HSBC Mutual Fund,Equity,Mid Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Vihang Naik,2.3,26.1,8.8,13.555,12.815,0.74,1.53,-1.16,0.8,14.76,0.918360433604336,6980.0,Large (5K–20K Cr),500,5000,50.58,61.19170712216518,211,283,207,False
289,HSBC Money Market Fund,HSBC Mutual Fund,Debt,Money Market Funds,2,⭐ High Return / Low Risk,1,1,Shriram Ramanathan,5.2,4.9,6.0,5.455,5.205,0.25,1.12,2.43,1.31,0.61,8.942622950819672,716.0,Mid (500–5K Cr),500,5000,34.28,72.92470896065502,534,734,514,False
290,HSBC Overnight Fund,HSBC Mutual Fund,Debt,Overnight Mutual Funds,1,⭐ High Return / Low Risk,1,5,Kapil Punjabi,5.4,3.9,8.9,6.45,6.3500000000000005,0.1,0.16,0.65,0.44,0.34,18.97058823529412,2759.0,Mid (500–5K Cr),500,5000,31.58,70.92753231123932,618,610,772,False
291,HSBC Short Duration Fund,HSBC Mutual Fund,Debt,Short Duration Funds,2,⭐ High Return / Low Risk,1,2,Shriram Ramanathan,3.8,6.0,6.7,5.875,5.605,0.27,0.78,4.85,2.63,1.72,3.4156976744186047,3592.0,Mid (500–5K Cr),500,5000,32.63,71.9800584359206,594,693,664,False
292,HSBC Small Cap Fund,HSBC Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Venugopal Manghat,5.1,44.7,12.7,22.38,21.61,0.77,2.08,9.87,0.82,17.95,1.2467966573816156,8625.0,Large (5K–20K Cr),500,5000,80.66,52.47778323246038,13,21,18,True
293,HSBC Tax Saver Equity Fund,HSBC Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Gautam Bhupal,-2.2,24.7,8.9,12.21,10.91,1.3,1.26,-1.65,0.96,16.52,0.7391041162227604,175.0,Small (<500 Cr),500,5000,32.18,59.9750737741896,604,353,452,False
294,HSBC Ultra Short Duration Fund,HSBC Mutual Fund,Debt,Ultra Short Duration Funds,2,⭐ High Return / Low Risk,1,3,Mahesh A Chhabria,5.5,5.1,8.9,6.89,6.67,0.22,1.69,2.48,1.17,0.54,12.759259259259258,2279.0,Mid (500–5K Cr),500,5000,40.89,71.40527172918065,369,562,130,False
295,HSBC Value Fund,HSBC Mutual Fund,Equity,Value Funds,6,📈 High Return / Moderate Risk,0,3,Venugopal Manghat,6.8,33.0,11.6,18.13,17.29,0.84,1.69,6.92,0.96,17.01,1.0658436213991769,7781.0,Large (5K–20K Cr),500,5000,63.56,59.544378470375314,67,100,130,False
296,ICICI Pru All Seasons Bond Fund,ICICI Prudential Mutual Fund,Debt,Dynamic Bond,3,⭐ High Return / Low Risk,1,5,Manish Banthia,6.5,7.5,8.2,7.615,6.995,0.62,1.38,2.84,0.98,2.25,3.3844444444444446,6754.0,Large (5K–20K Cr),100,5000,34.56,72.63893265643101,524,514,331,False
297,ICICI Pru Asset Allocator Fund,ICICI Prudential Mutual Fund,Other,FoFs Domestic,4,📈 High Return / Moderate Risk,0,4,Dharmesh Kakkad,8.8,21.6,12.8,15.080000000000002,14.900000000000002,0.18,1.99,7.45,0.53,8.68,1.7373271889400923,18393.0,Large (5K–20K Cr),1000,5000,62.08,66.9450508134648,79,207,30,False
298,ICICI Pru Balanced Advantage Fund,ICICI Prudential Mutual Fund,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5,📈 High Return / Moderate Risk,0,4,Sankaran Naren,6.7,19.7,10.4,12.915,12.005,0.91,1.84,5.34,0.54,8.33,1.5504201680672267,44515.0,Giant (>20K Cr),100,500,48.82,66.79532337634645,236,324,80,False
299,ICICI Pru Banking & Financial Services – DirectGrowth,ICICI Prudential Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Roshan Chutkey,7.0,24.9,9.7,14.48,13.38,1.1,1.06,3.74,0.87,23.41,0.6185390858607432,5871.0,Large (5K–20K Cr),100,5000,45.78,63.84328985316644,290,244,543,False
300,ICICI Pru Banking & PSU Debt Fund,ICICI Prudential Mutual Fund,Debt,Banking and PSU Mutual Funds,2,⭐ High Return / Low Risk,1,5,Rahul Goswami,5.8,6.9,7.2,6.815,6.4350000000000005,0.38,1.37,4.03,1.21,1.75,3.8942857142857146,7265.0,Large (5K–20K Cr),100,500,36.61,72.75622155137955,460,566,339,False
301,ICICI Pru BHARAT 22 FOF  – Direct Growth,ICICI Prudential Mutual Fund,Other,FoFs Domestic,6,📈 High Return / Moderate Risk,0,5,Kayzad Eghlim,22.1,35.0,8.9,20.675,20.595,0.08,1.47,9.68,0.88,20.2,1.0235148514851486,89.0,Small (<500 Cr),1000,5000,75.35,60.44304567780459,21,44,248,True
302,ICICI Pru Bharat Consumption Fund,ICICI Prudential Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Sankaran Naren,10.2,22.7,8.9,13.989999999999998,12.45,1.54,1.6,4.95,0.6,11.73,1.1926683716965043,1866.0,Mid (500–5K Cr),100,5000,43.3,65.8734030225353,322,265,162,False
303,ICICI Pru Bluechip Fund,ICICI Prudential Mutual Fund,Equity,Large Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Anish Tawakley,4.4,28.2,12.3,16.285,15.225,1.06,1.53,3.05,0.9,15.23,1.0692711753118844,34198.0,Giant (>20K Cr),100,100,53.16,61.37131449718162,179,162,207,False
304,ICICI Pru Bond Fund,ICICI Prudential Mutual Fund,Debt,Medium to Long Duration Funds,3,⭐ High Return / Low Risk,1,3,Manish Banthia,5.2,6.9,7.3,6.74,6.140000000000001,0.6,0.72,1.58,1.26,2.69,2.505576208178439,2223.0,Mid (500–5K Cr),100,5000,28.34,72.3782844520509,710,573,678,False
305,ICICI Pru Child Care Fund,ICICI Prudential Mutual Fund,Solution Oriented,Childrens Funds,6,📈 High Return / Moderate Risk,0,3,Manish Banthia,1.0,19.8,8.8,11.09,9.4,1.69,1.42,2.18,0.74,11.15,0.9946188340807176,844.0,Mid (500–5K Cr),100,5000,34.39,64.04805202226146,530,414,290,False
306,ICICI Pru Corporate Bond Fund,ICICI Prudential Mutual Fund,Debt,Corporate Bond Mutual Funds,2,⭐ High Return / Low Risk,1,5,Rahul Goswami,5.8,7.0,7.3,6.895,6.595,0.3,1.52,2.35,0.68,1.67,4.128742514970059,16998.0,Large (5K–20K Cr),100,100,37.89,72.69960763764338,430,559,218,False
307,ICICI Pru Credit Risk Fund,ICICI Prudential Mutual Fund,Debt,Credit Risk Funds,4,⭐ High Return / Low Risk,1,4,Manish Banthia,5.8,8.0,8.1,7.605,6.745,0.86,2.15,3.97,0.42,1.59,4.783018867924528,7584.0,Large (5K–20K Cr),100,100,38.34,72.19333303096276,420,515,11,False
308,ICICI Pru Debt Management Fund,ICICI Prudential Mutual Fund,Other,FoFs Domestic,3,⭐ High Return / Low Risk,1,4,Manish Banthia,5.8,6.7,7.0,6.654999999999999,6.244999999999999,0.41,1.38,2.07,0.53,1.61,4.133540372670807,141.0,Small (<500 Cr),100,100,35.21,72.86883323112292,499,583,331,False
309,ICICI Pru Dividend Yield Equity Fund,ICICI Prudential Mutual Fund,Equity,Dividend Yield Funds,6,📈 High Return / Moderate Risk,0,0,Mittul Kalawadia,8.5,37.6,12.1,20.305,19.645,0.66,1.94,10.39,0.83,15.42,1.3167963683527886,1258.0,Mid (500–5K Cr),100,5000,74.16,57.62922259261797,26,51,40,True
310,ICICI Pru Equity & Debt Fund,ICICI Prudential Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,5,Sankaran Naren,6.8,30.6,14.3,18.505,17.305,1.2,1.75,9.56,0.84,14.26,1.2976858345021038,21232.0,Giant (>20K Cr),100,5000,59.99,61.32520526481347,99,90,107,False
311,ICICI Pru Equity – Arbitrage Fund,ICICI Prudential Mutual Fund,Hybrid,Arbitrage Mutual Funds,1,⭐ High Return / Low Risk,1,3,Kayzad Eghlim,5.6,4.8,5.5,5.275,4.885000000000001,0.39,0.99,1.59,0.63,0.75,7.033333333333334,11272.0,Large (5K–20K Cr),1000,5000,30.76,73.0574431366087,641,748,576,False
312,ICICI Pru Equity Savings Fund,ICICI Prudential Mutual Fund,Hybrid,Equity Savings Mutual Funds,2,⭐ High Return / Low Risk,1,3,Kayzad Eghlim,6.2,12.7,7.9,9.24,8.7,0.54,1.84,4.82,0.57,4.82,1.91701244813278,4936.0,Mid (500–5K Cr),100,5000,44.25,70.12237866560369,309,471,80,False
313,ICICI Pru Exports and Services Fund,ICICI Prudential Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Sankaran Naren,5.7,30.7,11.4,17.015,15.255,1.76,1.78,6.7,0.78,14.06,1.2101706970128023,1040.0,Mid (500–5K Cr),1000,5000,51.49,60.3912975656874,200,135,94,False
314,ICICI Pru Floating Interest Fund,ICICI Prudential Mutual Fund,Debt,Floater Mutual Funds,2,⭐ High Return / Low Risk,1,2,Rahul Goswami,6.3,7.0,7.2,6.95,6.33,0.62,1.46,3.22,0.47,1.77,3.926553672316384,11650.0,Large (5K–20K Cr),100,500,34.45,73.0207514683375,529,554,260,False
315,ICICI Pru FMCG Fund,ICICI Prudential Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Priyanka Khandelwal,21.1,24.5,13.5,18.87,17.43,1.44,1.61,7.44,0.47,11.56,1.6323529411764706,1156.0,Mid (500–5K Cr),100,5000,51.51,67.86128189483127,199,82,153,False
316,ICICI Pru Focused Equity Fund,ICICI Prudential Mutual Fund,Equity,Focused Funds,6,📈 High Return / Moderate Risk,0,4,Sankaran Naren,6.1,31.2,13.4,18.17,17.580000000000002,0.59,1.62,4.86,0.89,15.84,1.1470959595959598,3920.0,Mid (500–5K Cr),100,5000,63.59,60.582484879117736,66,99,149,False
317,ICICI Pru Gilt Fund,ICICI Prudential Mutual Fund,Debt,Gilt Mutual Funds,3,⭐ High Return / Low Risk,1,5,Rahul Goswami,6.3,6.7,8.4,7.385,6.824999999999999,0.56,0.82,1.87,0.69,3.2,2.3078125,2692.0,Mid (500–5K Cr),1000,5000,29.96,72.3782844520509,663,524,653,False
318,ICICI Pru Global Stable Equity Fund,ICICI Prudential Mutual Fund,Other,FoFs Overseas,6,📈 High Return / Moderate Risk,0,0,Rohan Maru,3.4,18.0,10.3,11.615,10.355,1.26,0.9,1.855,0.86,13.7,0.8478102189781023,111.0,Small (<500 Cr),1000,5000,34.57,66.18968097645377,522,380,626,False
